,Reference,Final_Alginate_Conc_(%w/v),Final_Gelatin_Conc_(%w/v),Final_GelMA_Conc_(%w/v),Final_Hyaluronic_Acid_Conc_(%w/v),Final_MeHA_Conc_(%w/v),Final_NorHA_Conc_(%w/v),Final_Fibronin/Fibrinogen_Conc_(%w/v),Final_P127_Conc_(%w/v),Final_Collagen_Conc_(%w/v),Final_TCP_Conc_(%w/v)_(%w/v),Final_Gellan_Conc_(%w/v),Final_Nano/Methycellulose_Conc_(%w/v),PEGDA_Conc_(%w/v),Agarose_Conc_(%w/v),CaCl2_Conc_(mM),NaCl2_Conc_(mM),BaCl2_Conc_(mM),SrCl2_Conc_(mM),Physical_Crosslinking_Durantion_(s),Photocrosslinking_Duration_(s),Extrusion_Pressure (kPa),Extrusion_Rate_Lengthwise_(mm/s),Extrusion_Rate_Volume-wise_(mL/s),Nozzle_Movement_Speed_(mm/s),Inner_Nozzle_Outer_Diameter_(µm),Outer_Nozzle_Inner_Diameter_(µm),Filament_Diameter_(µm),Cell_Density_(cells/mL),Syringe_Temperature_(°C),Substrate_Temperature_(°C),Days_Observed,Construct_Base_Area_(mm^2),Construct_Total_Thickness_(mm),Cell_Culture_Medium_Used?,DI_Water_Used?,Precrosslinking_Solution_Used?,Saline_Solution_Used?,EtOH_Solution_Used?,Photoinitiator_Used?,Enzymatic_Crosslinker_Used?,Conical_or_Straight_Nozzle,Acceptable_Filament_Diameter_(Yes/No),DOI,Final_Fibroin/Fibrinogen_Conc_(%w/v),Final_Chitosan_Conc_(%w/v),Final_CS-AEMA_Conc_(%w/v),Final_TCP_Conc_(%w/v),Final_PEGTA_Conc_(%w/v),Final_PEGMA_Conc_(%w/v),Final_PEGDA_Conc_(%w/v),Final_Agarose_Conc_(%w/v),Fiber_Diameter_(µm),Fiber_Spacing_(µm),Matrigel_Used?,Primary/Not_Primary,Viability_at_time_of_observation_(%),Acceptable_Viability_(Yes/No),Acceptable_Pressure_(Yes/No)
141,Kilian et al. 2020,3.0,0.0,0.0,0.0,0,0,,0,0.0,,0,9.0,,,100.0,0.0,0,0,600.0,0,90.0,,,10.0,0,410.0,,700000.0,,,1.0,,,Y,N,N,N,N,N,N,C,,10.1038/s41598-020-65050-9,0.0,0,0,0.0,0,0.0,0,0.0,,700.0,N,Primary,68.0,N,N
142,Kilian et al. 2020,3.0,0.0,0.0,0.0,0,0,,0,0.0,,0,9.0,,,100.0,0.0,0,0,600.0,0,90.0,,,10.0,0,410.0,,700000.0,,,1.0,,,Y,N,N,N,N,N,N,C,,10.1038/s41598-020-65050-9,0.0,0,0,0.0,0,0.0,0,0.0,,700.0,N,Primary,68.3,N,N
143,Kilian et al. 2020,3.0,0.0,0.0,0.0,0,0,,0,0.0,,0,9.0,,,100.0,0.0,0,0,600.0,0,90.0,,,10.0,0,410.0,,700000.0,,,7.0,,,Y,N,N,N,N,N,N,C,,10.1038/s41598-020-65050-9,0.0,0,0,0.0,0,0.0,0,0.0,708.89,700.0,N,Primary,66.8,N,N
144,Kilian et al. 2020,3.0,0.0,0.0,0.0,0,0,,0,0.0,,0,9.0,,,100.0,0.0,0,0,600.0,0,90.0,,,10.0,0,410.0,,700000.0,,,21.0,,,Y,N,N,N,N,N,N,C,,10.1038/s41598-020-65050-9,0.0,0,0,0.0,0,0.0,0,0.0,910.8,700.0,N,Primary,76.7,N,N
145,Kilian et al. 2020,3.0,0.0,0.0,0.0,0,0,,0,0.0,,0,9.0,,,100.0,0.0,0,0,600.0,0,90.0,,,10.0,0,410.0,,700000.0,,,1.0,,,Y,N,N,N,N,N,N,C,,10.1038/s41598-020-65050-9,0.0,0,0,0.0,0,0.0,0,0.0,342.708,700.0,N,Primary,53.7,N,N
146,Kilian et al. 2020,3.0,0.0,0.0,0.0,0,0,,0,0.0,,0,9.0,,,100.0,0.0,0,0,600.0,0,90.0,,,10.0,0,410.0,,700000.0,,,7.0,,,Y,N,N,N,N,N,N,C,,10.1038/s41598-020-65050-9,0.0,0,0,0.0,0,0.0,0,0.0,333.28,700.0,N,Primary,49.5,N,N
147,Kilian et al. 2020,3.0,0.0,0.0,0.0,0,0,,0,0.0,,0,9.0,,,100.0,0.0,0,0,600.0,0,90.0,,,10.0,0,410.0,,700000.0,,,21.0,,,Y,N,N,N,N,N,N,C,,10.1038/s41598-020-65050-9,0.0,0,0,0.0,0,0.0,0,0.0,,700.0,N,Primary,43.9,N,N
148,Kilian et al. 2020,3.0,0.0,0.0,0.0,0,0,,0,0.0,,0,9.0,,,100.0,0.0,0,0,600.0,0,90.0,,,10.0,0,410.0,,700000.0,,,1.0,,,Y,N,N,N,N,N,N,C,,10.1038/s41598-020-65050-9,0.0,0,0,0.0,0,0.0,0,0.0,362.06,700.0,N,Primary,46.8,N,N
149,Kilian et al. 2020,3.0,0.0,0.0,0.0,0,0,,0,0.0,,0,9.0,,,100.0,0.0,0,0,600.0,0,90.0,,,10.0,0,410.0,,700000.0,,,7.0,,,Y,N,N,N,N,N,N,C,,10.1038/s41598-020-65050-9,0.0,0,0,0.0,0,0.0,0,0.0,348.62,700.0,N,Primary,46.3,N,N
150,Kilian et al. 2020,3.0,0.0,0.0,0.0,0,0,,0,0.0,,0,9.0,,,100.0,0.0,0,0,600.0,0,90.0,,,10.0,0,410.0,,700000.0,,,21.0,,,Y,N,N,N,N,N,N,C,,10.1038/s41598-020-65050-9,0.0,0,0,0.0,0,0.0,0,0.0,,700.0,N,Primary,44.4,N,N
151,Kilian et al. 2020,3.0,0.0,0.0,0.0,0,0,,0,0.0,,0,9.0,,,100.0,0.0,0,0,600.0,0,90.0,,,10.0,0,410.0,,700000.0,,,1.0,,,Y,N,N,N,N,N,N,C,,10.1038/s41598-020-65050-9,0.0,0,0,0.0,0,0.0,0,0.0,,700.0,N,Primary,58.6,N,N
152,Kilian et al. 2020,3.0,0.0,0.0,0.0,0,0,,0,0.0,,0,9.0,,,100.0,0.0,0,0,600.0,0,90.0,,,10.0,0,410.0,,700000.0,,,7.0,,,Y,N,N,N,N,N,N,C,,10.1038/s41598-020-65050-9,0.0,0,0,0.0,0,0.0,0,0.0,,700.0,N,Primary,67.1,N,N
153,Kilian et al. 2020,3.0,0.0,0.0,0.0,0,0,,0,0.0,,0,9.0,,,100.0,0.0,0,0,600.0,0,90.0,,,10.0,0,410.0,,700000.0,,,21.0,,,Y,N,N,N,N,N,N,C,,10.1038/s41598-020-65050-9,0.0,0,0,0.0,0,0.0,0,0.0,871.1,700.0,N,Primary,45.8,N,N
154,Kilian et al. 2020,3.0,0.0,0.0,0.0,0,0,,0,0.0,,0,9.0,,,100.0,0.0,0,0,600.0,0,90.0,,,10.0,0,410.0,,700000.0,,,1.0,,,Y,N,N,N,N,N,N,C,,10.1038/s41598-020-65050-9,0.0,0,0,0.0,0,0.0,0,0.0,336.12,700.0,N,Primary,49.4,N,N
155,Kilian et al. 2020,3.0,0.0,0.0,0.0,0,0,,0,0.0,,0,9.0,,,100.0,0.0,0,0,600.0,0,90.0,,,10.0,0,410.0,,700000.0,,,7.0,,,Y,N,N,N,N,N,N,C,,10.1038/s41598-020-65050-9,0.0,0,0,0.0,0,0.0,0,0.0,366.04,700.0,N,Primary,46.7,N,N
156,Kilian et al. 2020,3.0,0.0,0.0,0.0,0,0,,0,0.0,,0,9.0,,,100.0,0.0,0,0,600.0,0,90.0,,,10.0,0,410.0,,700000.0,,,21.0,,,Y,N,N,N,N,N,N,C,,10.1038/s41598-020-65050-9,0.0,0,0,0.0,0,0.0,0,0.0,903.52,700.0,N,Primary,41.2,N,N
157,Kolesky et al. 2014,0.0,0.0,15.0,0.0,0,0,,0,0.0,,0,0.0,,,0.0,0.0,0,0,0.0,60,275.8,,,5.5,0,200.0,,2000000.0,22.0,15.0,0.0,,,Y,N,N,N,N,Y,N,C,,10.1002/adma.201305506,0.0,0,0,0.0,0,0.0,0,0.0,223.36,,N,Primary,70.0,N,N
158,Kolesky et al. 2014,0.0,0.0,15.0,0.0,0,0,,0,0.0,,0,0.0,,,0.0,0.0,0,0,0.0,60,275.8,,,5.5,0,200.0,,2000000.0,22.0,15.0,1.0,,,Y,N,N,N,N,Y,N,C,,10.1002/adma.201305506,0.0,0,0,0.0,0,0.0,0,0.0,,,N,Primary,75.0,N,N
159,Kolesky et al. 2014,0.0,0.0,15.0,0.0,0,0,,0,0.0,,0,0.0,,,0.0,0.0,0,0,0.0,60,275.8,,,5.5,0,200.0,,2000000.0,22.0,15.0,3.0,,,Y,N,N,N,N,Y,N,C,,10.1002/adma.201305506,0.0,0,0,0.0,0,0.0,0,0.0,486.18,,N,Primary,77.5,N,N
160,Kolesky et al. 2014,0.0,0.0,15.0,0.0,0,0,,0,0.0,,0,0.0,,,0.0,0.0,0,0,0.0,60,275.8,,,5.5,0,200.0,,2000000.0,22.0,15.0,5.0,,,Y,N,N,N,N,Y,N,C,,10.1002/adma.201305506,0.0,0,0,0.0,0,0.0,0,0.0,,,N,Primary,77.5,N,N
161,Kolesky et al. 2014,0.0,0.0,15.0,0.0,0,0,,0,0.0,,0,0.0,,,0.0,0.0,0,0,0.0,60,275.8,,,5.5,0,200.0,,2000000.0,22.0,15.0,7.0,,,Y,N,N,N,N,Y,N,C,,10.1002/adma.201305506,0.0,0,0,0.0,0,0.0,0,0.0,,,N,Primary,81.0,Y,Y
162,Kolesky et al. 2014,0.0,0.0,15.0,0.0,0,0,,0,0.0,,0,0.0,,,0.0,0.0,0,0,0.0,60,275.8,,,5.5,0,200.0,,2000000.0,22.0,15.0,0.0,,,Y,N,N,N,N,Y,N,C,,10.1002/adma.201305506,0.0,0,0,0.0,0,0.0,0,0.0,238.61,,N,Primary,61.0,N,N
163,Kolesky et al. 2014,0.0,0.0,15.0,0.0,0,0,,0,0.0,,0,0.0,,,0.0,0.0,0,0,0.0,60,275.8,,,5.5,0,200.0,,2000000.0,22.0,15.0,1.0,,,Y,N,N,N,N,Y,N,C,,10.1002/adma.201305506,0.0,0,0,0.0,0,0.0,0,0.0,,,N,Primary,66.0,N,N
164,Kolesky et al. 2014,0.0,0.0,15.0,0.0,0,0,,0,0.0,,0,0.0,,,0.0,0.0,0,0,0.0,60,275.8,,,5.5,0,200.0,,2000000.0,22.0,15.0,3.0,,,Y,N,N,N,N,Y,N,C,,10.1002/adma.201305506,0.0,0,0,0.0,0,0.0,0,0.0,519.54,,N,Primary,75.5,N,N
165,Kolesky et al. 2014,0.0,0.0,15.0,0.0,0,0,,0,0.0,,0,0.0,,,0.0,0.0,0,0,0.0,60,275.8,,,5.5,0,200.0,,2000000.0,22.0,15.0,5.0,,,Y,N,N,N,N,Y,N,C,,10.1002/adma.201305506,0.0,0,0,0.0,0,0.0,0,0.0,,,N,Primary,81.0,Y,Y
166,Kolesky et al. 2014,0.0,0.0,15.0,0.0,0,0,,0,0.0,,0,0.0,,,0.0,0.0,0,0,0.0,60,275.8,,,5.5,0,200.0,,2000000.0,22.0,15.0,7.0,,,Y,N,N,N,N,Y,N,C,,10.1002/adma.201305506,0.0,0,0,0.0,0,0.0,0,0.0,,,N,Primary,82.0,Y,Y
167,Duan et al. 2013,5.0,6.0,0.0,0.0,0,0,,0,0.0,,0,0.0,,,300.0,0.0,0,0,600.0,0,,,,5.0,0,800.0,,10000000.0,,22.0,7.0,,,N,N,N,Y,N,N,N,S,,10.1002/jbm.a.34420,0.0,0,0,0.0,0,0.0,0,0.0,1001.65,,N,Primary,84.6,Y,Y
168,Duan et al. 2013,5.0,6.0,0.0,0.0,0,0,,0,0.0,,0,0.0,,,300.0,0.0,0,0,600.0,0,,,,5.0,0,800.0,,10000000.0,,22.0,7.0,,,N,N,N,Y,N,N,N,S,,10.1002/jbm.a.34420,0.0,0,0,0.0,0,0.0,0,0.0,1001.65,,N,Primary,81.4,Y,Y
169,Bertassoni et al. 2014,0.0,10.0,0.0,0.0,0,0,,0,0.0,,0,0.0,,,0.0,0.0,0,0,0.0,15,,2.0,,,0,500.0,,1500000.0,,22.0,1.0,,,N,N,N,Y,N,N,N,S,,10.1088/1758-5082/6/2/024105,0.0,0,0,0.0,0,0.0,0,0.0,,,N,Not_Primary,90.6,Y,Y
170,Bertassoni et al. 2014,0.0,10.0,0.0,0.0,0,0,,0,0.0,,0,0.0,,,0.0,0.0,0,0,0.0,30,,2.0,,,0,500.0,,1500000.0,,22.0,1.0,,,N,N,N,Y,N,N,N,S,,10.1088/1758-5082/6/2/024105,0.0,0,0,0.0,0,0.0,0,0.0,,,N,Not_Primary,85.7,Y,Y
171,Bertassoni et al. 2014,0.0,10.0,0.0,0.0,0,0,,0,0.0,,0,0.0,,,0.0,0.0,0,0,0.0,60,,2.0,,,0,500.0,,1500000.0,,22.0,1.0,,,N,N,N,Y,N,N,N,S,,10.1088/1758-5082/6/2/024105,0.0,0,0,0.0,0,0.0,0,0.0,,,N,Not_Primary,68.2,N,N
172,Bertassoni et al. 2014,0.0,10.0,0.0,0.0,0,0,,0,0.0,,0,0.0,,,0.0,0.0,0,0,0.0,15,,2.0,,,0,500.0,,1500000.0,,22.0,4.0,,,N,N,N,Y,N,N,N,S,,10.1088/1758-5082/6/2/024105,0.0,0,0,0.0,0,0.0,0,0.0,,,N,Not_Primary,83.9,Y,Y
173,Bertassoni et al. 2014,0.0,10.0,0.0,0.0,0,0,,0,0.0,,0,0.0,,,0.0,0.0,0,0,0.0,30,,2.0,,,0,500.0,,1500000.0,,22.0,4.0,,,N,N,N,Y,N,N,N,S,,10.1088/1758-5082/6/2/024105,0.0,0,0,0.0,0,0.0,0,0.0,,,N,Not_Primary,94.1,Y,Y
174,Bertassoni et al. 2014,0.0,10.0,0.0,0.0,0,0,,0,0.0,,0,0.0,,,0.0,0.0,0,0,0.0,60,,2.0,,,0,500.0,,1500000.0,,22.0,4.0,,,N,N,N,Y,N,N,N,S,,10.1088/1758-5082/6/2/024105,0.0,0,0,0.0,0,0.0,0,0.0,,,N,Not_Primary,96.9,Y,Y
175,Bertassoni et al. 2014,0.0,10.0,0.0,0.0,0,0,,0,0.0,,0,0.0,,,0.0,0.0,0,0,0.0,15,,2.0,,,0,500.0,,1500000.0,,22.0,8.0,,,N,N,N,Y,N,N,N,S,,10.1088/1758-5082/6/2/024105,0.0,0,0,0.0,0,0.0,0,0.0,498.2,,N,Not_Primary,90.3,Y,Y
176,Bertassoni et al. 2014,0.0,10.0,0.0,0.0,0,0,,0,0.0,,0,0.0,,,0.0,0.0,0,0,0.0,30,,2.0,,,0,500.0,,1500000.0,,22.0,8.0,,,N,N,N,Y,N,N,N,S,,10.1088/1758-5082/6/2/024105,0.0,0,0,0.0,0,0.0,0,0.0,466.5,,N,Not_Primary,84.9,Y,Y
177,Bertassoni et al. 2014,0.0,10.0,0.0,0.0,0,0,,0,0.0,,0,0.0,,,0.0,0.0,0,0,0.0,60,,2.0,,,0,500.0,,1500000.0,,22.0,8.0,,,N,N,N,Y,N,N,N,S,,10.1088/1758-5082/6/2/024105,0.0,0,0,0.0,0,0.0,0,0.0,466.6,,N,Not_Primary,74.9,N,N
178,Das et al. 2015,0.0,15.0,0.0,0.0,0,0,,0,0.0,,0,0.0,,,0.0,0.0,0,0,0.0,0,225.0,1.0,,,0,250.0,,3500000.0,28.0,18.0,1.0,,,Y,Y,N,N,Y,N,Y,S,,10.1016/j.actbio.2014.09.023,8.0,0,0,0.0,0,0.0,0,0.0,319.21,700.0,N,Primary,96.2,Y,Y
179,Das et al. 2015,0.0,15.0,0.0,0.0,0,0,,0,0.0,,0,0.0,,,0.0,0.0,0,0,0.0,0,225.0,1.0,,,0,250.0,,3500000.0,28.0,18.0,7.0,,,Y,Y,N,N,Y,N,Y,S,,10.1016/j.actbio.2014.09.023,8.0,0,0,0.0,0,0.0,0,0.0,334.34,700.0,N,Primary,95.2,Y,Y
180,Das et al. 2015,0.0,15.0,0.0,0.0,0,0,,0,0.0,,0,0.0,,,0.0,0.0,0,0,0.0,0,225.0,1.0,,,0,250.0,,3500000.0,28.0,18.0,14.0,,,Y,Y,N,N,Y,N,Y,S,,10.1016/j.actbio.2014.09.023,8.0,0,0,0.0,0,0.0,0,0.0,527.77,700.0,N,Primary,90.1,Y,Y
181,Das et al. 2015,0.0,15.0,0.0,0.0,0,0,,0,0.0,,0,0.0,,,0.0,0.0,0,0,0.0,0,225.0,1.0,,,0,250.0,,3500000.0,28.0,18.0,30.0,,,Y,Y,N,N,Y,N,Y,S,,10.1016/j.actbio.2014.09.023,8.0,0,0,0.0,0,0.0,0,0.0,517.29,700.0,N,Primary,86.7,Y,Y
182,Chung et al. 2013,2.0,10.0,0.0,0.0,0,0,,0,0.0,,0,0.0,,,,0.0,0,0,600.0,0,55.16,1.666666667,,,0,200.0,,500000.0,5.0,25.0,0.041666667,,,N,N,N,Y,N,N,N,S,,10.1039/C3BM00012E,0.0,0,0,0.0,0,0.0,0,0.0,,1040.0,N,Primary,95.0,Y,Y
183,Chung et al. 2013,2.0,10.0,0.0,0.0,0,0,,0,0.0,,0,0.0,,,,0.0,0,0,600.0,0,110.32,1.666666667,,,0,200.0,,500000.0,5.0,25.0,0.041666667,,,N,N,N,Y,N,N,N,S,,10.1039/C3BM00012E,0.0,0,0,0.0,0,0.0,0,0.0,,1040.0,N,Primary,97.0,Y,Y
184,Chung et al. 2013,2.0,10.0,0.0,0.0,0,0,,0,0.0,,0,0.0,,,,0.0,0,0,600.0,0,165.47,1.666666667,,,0,200.0,,500000.0,5.0,25.0,0.041666667,,,N,N,N,Y,N,N,N,S,,10.1039/C3BM00012E,0.0,0,0,0.0,0,0.0,0,0.0,,1040.0,N,Primary,92.0,Y,Y
185,Chung et al. 2013,2.0,10.0,0.0,0.0,0,0,,0,0.0,,0,0.0,,,,0.0,0,0,600.0,0,55.16,1.666666667,,,0,200.0,,500000.0,5.0,25.0,2.0,,,N,N,N,Y,N,N,N,S,,10.1039/C3BM00012E,0.0,0,0,0.0,0,0.0,0,0.0,,1040.0,N,Primary,95.0,Y,Y
186,Chung et al. 2013,2.0,10.0,0.0,0.0,0,0,,0,0.0,,0,0.0,,,,0.0,0,0,600.0,0,110.32,1.666666667,,,0,200.0,,500000.0,5.0,25.0,2.0,,,N,N,N,Y,N,N,N,S,,10.1039/C3BM00012E,0.0,0,0,0.0,0,0.0,0,0.0,,1040.0,N,Primary,98.0,Y,Y
187,Chung et al. 2013,2.0,10.0,0.0,0.0,0,0,,0,0.0,,0,0.0,,,,0.0,0,0,600.0,0,165.47,1.666666667,,,0,200.0,,500000.0,5.0,25.0,2.0,,,N,N,N,Y,N,N,N,S,,10.1039/C3BM00012E,0.0,0,0,0.0,0,0.0,0,0.0,,1040.0,N,Primary,96.0,Y,Y
188,Yin et al. 2018,0.0,8.0,5.0,0.0,0,0,,0,0.0,,0,0.0,,,0.0,0.0,0,0,0.0,120,150.0,5.0,,5.0,0,260.0,,5000000.0,20.0,3.5,0.0,,,N,Y,N,Y,N,Y,N,S,,10.1021/acsami.7b16059,0.0,0,0,0.0,0,0.0,0,0.0,625.71,750.0,N,Primary,93.1,Y,Y
189,Yin et al. 2018,0.0,8.0,5.0,0.0,0,0,,0,0.0,,0,0.0,,,0.0,0.0,0,0,0.0,120,150.0,5.0,,5.0,0,260.0,,5000000.0,20.0,3.5,3.0,,,N,Y,N,Y,N,Y,N,S,,10.1021/acsami.7b16059,0.0,0,0,0.0,0,0.0,0,0.0,630.01,750.0,N,Primary,94.7,Y,Y
190,Yin et al. 2018,0.0,8.0,5.0,0.0,0,0,,0,0.0,,0,0.0,,,0.0,0.0,0,0,0.0,120,150.0,5.0,,5.0,0,260.0,,5000000.0,20.0,3.5,7.0,,,N,Y,N,Y,N,Y,N,S,,10.1021/acsami.7b16059,0.0,0,0,0.0,0,0.0,0,0.0,713,750.0,N,Primary,92.9,Y,Y
191,Yin et al. 2018,0.0,0.0,5.0,0.0,0,0,,0,0.0,,0,0.0,,,0.0,0.0,0,0,0.0,120,150.0,5.0,,5.0,0,260.0,,5000000.0,20.0,3.5,0.0,,,N,Y,N,Y,N,Y,N,S,,10.1021/acsami.7b16059,0.0,0,0,0.0,0,0.0,0,0.0,620.95,750.0,N,Primary,92.5,Y,Y
192,Yin et al. 2018,0.0,0.0,5.0,0.0,0,0,,0,0.0,,0,0.0,,,0.0,0.0,0,0,0.0,120,150.0,5.0,,5.0,0,260.0,,5000000.0,20.0,3.5,3.0,,,N,Y,N,Y,N,Y,N,S,,10.1021/acsami.7b16059,0.0,0,0,0.0,0,0.0,0,0.0,682.35,750.0,N,Primary,94.7,Y,Y
193,Yin et al. 2018,0.0,0.0,5.0,0.0,0,0,,0,0.0,,0,0.0,,,0.0,0.0,0,0,0.0,120,150.0,5.0,,5.0,0,260.0,,5000000.0,20.0,3.5,7.0,,,N,Y,N,Y,N,Y,N,S,,10.1021/acsami.7b16059,0.0,0,0,0.0,0,0.0,0,0.0,592.02,750.0,N,Primary,94.4,Y,Y
194,Yin et al. 2018,0.0,0.0,30.0,0.0,0,0,,0,0.0,,0,0.0,,,0.0,0.0,0,0,0.0,120,150.0,5.0,,5.0,0,260.0,,5000000.0,20.0,3.5,0.0,,,N,Y,N,Y,N,Y,N,S,,10.1021/acsami.7b16059,0.0,0,0,0.0,0,0.0,0,0.0,462.65,750.0,N,Primary,62.7,N,N
195,Yin et al. 2018,0.0,0.0,30.0,0.0,0,0,,0,0.0,,0,0.0,,,0.0,0.0,0,0,0.0,120,150.0,5.0,,5.0,0,260.0,,5000000.0,20.0,3.5,3.0,,,N,Y,N,Y,N,Y,N,S,,10.1021/acsami.7b16059,0.0,0,0,0.0,0,0.0,0,0.0,460.74,750.0,N,Primary,67.9,N,N
196,Yin et al. 2018,0.0,0.0,30.0,0.0,0,0,,0,0.0,,0,0.0,,,0.0,0.0,0,0,0.0,120,150.0,5.0,,5.0,0,260.0,,5000000.0,20.0,3.5,7.0,,,N,Y,N,Y,N,Y,N,S,,10.1021/acsami.7b16059,0.0,0,0,0.0,0,0.0,0,0.0,542.53,750.0,N,Primary,70.4,N,N
197,Liu et al. 2017,0.0,0.0,3.0,0.0,0,0,,0,0.0,,0,0.0,,,0.0,0.0,0,0,0.0,30,,,1.666666667,6.666666667,0,210.0,,4000000.0,21.0,21.0,1.0,,,N,N,N,Y,N,Y,N,C,,10.1002/adhm.201601451,0.0,0,0,0.0,0,0.0,0,0.0,636.51,,N,Primary,88.7,Y,Y
198,Liu et al. 2017,0.0,0.0,4.0,0.0,0,0,,0,0.0,,0,0.0,,,0.0,0.0,0,0,0.0,30,,,1.666666667,6.666666667,0,210.0,,4000000.0,21.0,21.0,1.0,,,N,N,N,Y,N,Y,N,C,,10.1002/adhm.201601451,0.0,0,0,0.0,0,0.0,0,0.0,608.85,,N,Primary,85.8,Y,Y
199,Liu et al. 2017,0.0,0.0,5.0,0.0,0,0,,0,0.0,,0,0.0,,,0.0,0.0,0,0,0.0,30,,,1.666666667,6.666666667,0,210.0,,4000000.0,21.0,21.0,1.0,,,N,N,N,Y,N,Y,N,C,,10.1002/adhm.201601451,0.0,0,0,0.0,0,0.0,0,0.0,648.04,,N,Primary,85.1,Y,Y
200,Liu et al. 2017,0.0,0.0,3.0,0.0,0,0,,0,0.0,,0,0.0,,,0.0,0.0,0,0,0.0,30,,,1.666666667,6.666666667,0,210.0,,4000000.0,21.0,21.0,7.0,,,N,N,N,Y,N,Y,N,C,,10.1002/adhm.201601451,0.0,0,0,0.0,0,0.0,0,0.0,,,N,Primary,91.0,Y,Y
201,Liu et al. 2017,0.0,0.0,4.0,0.0,0,0,,0,0.0,,0,0.0,,,0.0,0.0,0,0,0.0,30,,,1.666666667,6.666666667,0,210.0,,4000000.0,21.0,21.0,7.0,,,N,N,N,Y,N,Y,N,C,,10.1002/adhm.201601451,0.0,0,0,0.0,0,0.0,0,0.0,,,N,Primary,90.3,Y,Y
202,Liu et al. 2017,0.0,0.0,5.0,0.0,0,0,,0,0.0,,0,0.0,,,0.0,0.0,0,0,0.0,30,,,1.666666667,6.666666667,0,210.0,,4000000.0,21.0,21.0,7.0,,,N,N,N,Y,N,Y,N,C,,10.1002/adhm.201601451,0.0,0,0,0.0,0,0.0,0,0.0,,,N,Primary,89.3,Y,Y
203,Liu et al. 2017,0.0,0.0,3.0,0.0,0,0,,0,0.0,,0,0.0,,,0.0,0.0,0,0,0.0,30,,,1.666666667,6.666666667,0,210.0,,4000000.0,21.0,21.0,1.0,,,N,N,N,Y,N,Y,N,S,,10.1002/adhm.201601451,0.0,0,0,0.0,0,0.0,0,0.0,,,N,Primary,75.1,N,N
204,Liu et al. 2017,0.0,0.0,4.0,0.0,0,0,,0,0.0,,0,0.0,,,0.0,0.0,0,0,0.0,30,,,1.666666667,6.666666667,0,210.0,,4000000.0,21.0,21.0,1.0,,,N,N,N,Y,N,Y,N,S,,10.1002/adhm.201601451,0.0,0,0,0.0,0,0.0,0,0.0,,,N,Primary,73.7,N,N
205,Liu et al. 2017,0.0,0.0,5.0,0.0,0,0,,0,0.0,,0,0.0,,,0.0,0.0,0,0,0.0,30,,,1.666666667,6.666666667,0,210.0,,4000000.0,21.0,21.0,1.0,,,N,N,N,Y,N,Y,N,S,,10.1002/adhm.201601451,0.0,0,0,0.0,0,0.0,0,0.0,,,N,Primary,69.0,N,N
206,Lim et al. 2020,0.0,0.0,10.0,0.0,0,0,,0,0.0,,0,0.0,,,0.0,0.0,0,0,0.0,300,220.0,,,12.0,0,337.0,,20000000.0,18.0,22.0,1.0,,,N,N,N,Y,N,Y,N,S,,10.1002/adhm.201901792,0.0,0,0,0.0,0,0.0,0,0.0,294.71,1000.0,N,Primary,98.1,Y,Y
207,Lim et al. 2020,0.0,0.0,10.0,0.0,0,0,,0,0.0,,0,0.0,,,0.0,0.0,0,0,0.0,300,220.0,,,12.0,0,337.0,,20000000.0,18.0,22.0,7.0,,,N,N,N,Y,N,Y,N,S,,10.1002/adhm.201901792,0.0,0,0,0.0,0,0.0,0,0.0,419,1000.0,N,Primary,96.2,Y,Y
208,Lim et al. 2020,0.0,0.0,10.0,0.0,0,0,,0,0.0,,0,0.0,,,0.0,0.0,0,0,0.0,300,220.0,,,12.0,0,337.0,,20000000.0,18.0,22.0,1.0,,,N,N,N,Y,N,Y,N,S,,10.1002/adhm.201901792,0.0,0,0,0.0,0,0.0,0,0.0,281.83,1000.0,N,Primary,90.0,Y,Y
209,Lim et al. 2020,0.0,0.0,10.0,0.0,0,0,,0,0.0,,0,0.0,,,0.0,0.0,0,0,0.0,300,220.0,,,12.0,0,337.0,,20000000.0,18.0,22.0,7.0,,,N,N,N,Y,N,Y,N,S,,10.1002/adhm.201901792,0.0,0,0,0.0,0,0.0,0,0.0,409,1000.0,N,Primary,87.6,Y,Y
210,Tigner et al. 2020,0.0,10.0,0.0,0.0,0,0,,0,0.0,,0,0.0,,,0.0,0.0,0,0,0.0,180,,3.0,,15.0,0,838.0,,2000000.0,22.5,22.5,1.0,,,N,N,N,Y,N,Y,N,C,,10.1021/acs.biomac.9b01204,0.0,0,0,0.0,0,0.0,0,0.0,1553.07,,N,Not_Primary,72.9,N,N
211,Tigner et al. 2020,0.0,10.0,0.0,0.0,0,0,,0,0.0,,0,0.0,,,0.0,0.0,0,0,0.0,180,,3.0,,15.0,0,838.0,,2000000.0,22.5,22.5,3.0,,,N,N,N,Y,N,Y,N,C,,10.1021/acs.biomac.9b01204,0.0,0,0,0.0,0,0.0,0,0.0,1687.146,,N,Not_Primary,73.3,N,N
